Id,Name,UseSortOrder,StaticDataVersionId
9,Swine,FALSE,1
6,Poultry,FALSE,1
8,Sheep,FALSE,1
10,Veal,FALSE,1
7,Rabbits,FALSE,1
2,Dairy Cattle,TRUE,1
4,Goats,FALSE,1
3,Ducks,FALSE,1
1,Beef Cattle,FALSE,1
5,Horse,FALSE,1
5,Horse,FALSE,2
1,Beef Cattle,FALSE,2
3,Ducks,FALSE,2
2,Dairy Cattle,TRUE,2
4,Goats,FALSE,2
10,Veal,FALSE,2
8,Sheep,FALSE,2
6,Poultry,FALSE,2
9,Swine,FALSE,2
7,Rabbits,FALSE,2
7,Rabbits,FALSE,3
9,Swine,FALSE,3
6,Poultry,FALSE,3
10,Veal,FALSE,3
8,Sheep,FALSE,3
2,Dairy Cattle,TRUE,3
3,Ducks,FALSE,3
1,Beef Cattle,FALSE,3
5,Horse,FALSE,3
4,Goats,FALSE,3
4,Goats,FALSE,4
5,Horse,FALSE,4
1,Beef Cattle,FALSE,4
2,Dairy Cattle,TRUE,4
3,Ducks,FALSE,4
10,Veal,FALSE,4
6,Poultry,FALSE,4
9,Swine,FALSE,4
7,Rabbits,FALSE,4
8,Sheep,FALSE,4
8,Sheep,FALSE,5
7,Rabbits,FALSE,5
9,Swine,FALSE,5
10,Veal,FALSE,5
6,Poultry,FALSE,5
2,Dairy Cattle,TRUE,5
1,Beef Cattle,FALSE,5
5,Horse,FALSE,5
4,Goats,FALSE,5
3,Ducks,FALSE,5
3,Ducks,FALSE,6
4,Goats,FALSE,6
5,Horse,FALSE,6
2,Dairy Cattle,TRUE,6
1,Beef Cattle,FALSE,6
10,Veal,FALSE,6
9,Swine,FALSE,6
7,Rabbits,FALSE,6
8,Sheep,FALSE,6
6,Poultry,FALSE,6
8,Sheep,FALSE,7
7,Rabbits,FALSE,7
9,Swine,FALSE,7
6,Poultry,FALSE,7
4,Goats,FALSE,7
1,Beef Cattle,FALSE,7
5,Horse,FALSE,7
2,Dairy Cattle,TRUE,7
2,Dairy Cattle,TRUE,8
5,Horse,FALSE,8
1,Beef Cattle,FALSE,8
4,Goats,FALSE,8
8,Sheep,FALSE,8
9,Swine,FALSE,8
7,Rabbits,FALSE,8
6,Poultry,FALSE,8
6,Poultry,FALSE,9
7,Rabbits,FALSE,9
9,Swine,FALSE,9
8,Sheep,FALSE,9
2,Dairy Cattle,TRUE,9
1,Beef Cattle,FALSE,9
5,Horse,FALSE,9
4,Goats,FALSE,9
4,Goats,FALSE,10
5,Horse,FALSE,10
1,Beef Cattle,FALSE,10
2,Dairy Cattle,TRUE,10
6,Poultry,FALSE,10
9,Swine,FALSE,10
7,Rabbits,FALSE,10
8,Sheep,FALSE,10
9,Swine,FALSE,12
8,Sheep,FALSE,12
7,Rabbits,FALSE,12
6,Poultry,FALSE,12
1,Beef Cattle,FALSE,12
4,Goats,FALSE,12
2,Dairy Cattle,TRUE,12
5,Horse,FALSE,12
1,Beef Cattle,FALSE,13
2,Dairy Cattle,TRUE,13
4,Goats,FALSE,13
5,Horse,FALSE,13
6,Poultry,FALSE,13
7,Rabbits,FALSE,13
8,Sheep,FALSE,13
9,Swine,FALSE,13
1,Beef Cattle,FALSE,14
2,Dairy Cattle,TRUE,14
4,Goats,FALSE,14
5,Horse,FALSE,14
6,Poultry,FALSE,14
7,Rabbits,FALSE,14
8,Sheep,FALSE,14
9,Swine,FALSE,14
